Waterbody OGF ID,Zone Number,Waterbody Description,Waterbody Description French,Species,Species French,Season,Season French,Size Limit Only,Size Limit Only French,Limit,Limit French,Bait Restriction,Bait Restriction French,Gear Restriction,Gear Restriction French,Impounding Device Restriction,Impounding Device Restriction French,Time of Day Restriction,Time of Day Restriction French,Special Licence Tag,Special Licence Tag French,General Catch and Possession Restriction,General Catch and Possession Restriction French,Effective Date,Expiry Date
125209424,15,Little Crooked Lake - Dickson Twp.,Petit lac Crooked - canton de Dickson,Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 2,S - 2,Only artificial lures may be used,Seuls les appâts artificiels sont permis.,,,,,,,,,,,01/01/2022,12/31/2022
125209423,15,"Little Clean Lake (Little Black lake) (45°15'13""N., 78°30'44""W.) - Eyre Township","Lac Little Clean (Little Black lake) (45° 15' 13""N., 78° 30' 44""O.) - canton d'Eyre",Lake Trout,Touladi,Jan. 1 - June 30,1er janv. et le juin 30.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209422,15,"Little Butt Lake (45°38'N., 79°02'W.) - Butt Twp.",Petit lac Butt (45° 38' N. et 79° 02' O.) - canton de Butt,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209712,16,Thames River – from the mouth of the Thames River at Lake St. Clair to the downstream side of the Keil Street Bridge in the Municipality of Chatham-Kent.,Rivière Thames - de l’embouchure de la rivière Thames au niveau du lac Sainte-Claire jusqu’au côté en aval du pont de la rue Keil dans la municipalité de Chatham.,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209420,15,Little Beaver Lake - Ballantyne Twp.,Petit lac Beaver - canton de Ballantyne,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209317,11,"Pine Lake (46°44'47""N., 79°16'39""W.) - McAuslan Township","Lac Pine (46° 44' 47""N., 79° 16' 39""O.) - canton de McAuslan",,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209715,10,Biscotasi Lake - 100 m (328 ft.) east and west of the centre point of the C.P.R. trestle (Margaret Twp.) and 200 m (656 ft.) north and south of the railway tracks.,Lac Biscotasi - 100 m (328 pi) à l’est et à l’ouest d’un point au centre du chevalet du CFCP (canton de Margaret) et 200 m (656 pi) au nord et au sud de la voie ferrée.,All Species,Toutes les espèces,Closed to all species from April 1 - June 15,Pêche fermée à toutes les espèces du 1er avril au 15 juin.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209710,15,Fisher Lake (45° 22’ 58” N 78° 47’ 49” W) - McClintock Twp.,Lac Fisher (45° 22’ 58” N. et 78° 47’ 49” O.) - canton de McLintock,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait.,Il est interdit de se servir ou d’avoir en sa possession du poisson vivant comme appât.,,,,,,,,,,,01/01/2022,12/31/2022
125209410,15,"Bonnechere River downstream of the Tramore (Round Lake) dam (45°37’N., 77°28’W.) and upstream of the Golden Lake dam (45°34’N., 77°14’W.).","Rivière Bonnechère, en aval du barrage Tramore (lac Round) (45 ° 37' N. et 77° 28' O.) et en amont du barrage du lac Golden (45° 34' N. et 77° 14' O.).",Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 1, must be greater than 50 cm (19.7 in.)","C - 1, doit dépasser 50 cm (19.7 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125432051,5,"Winnipeg River System - from outflow of Lake of the Woods to the Manitoba Border, including Big Sand Lake (50°08’N., 94°38’W.), Eaglenest Lake (50°12’43“N., 95°08’40“W.), English River, from the Winnipeg and English Rivers upstream to the Caribou Falls da","Réseau de la rivière Winnipeg - depuis le débit sortant du lac des Bois jusqu’à la frontière du Manitoba, y compris le lac Big Sand (50°08’ N., 94°38’ O.), le lac Eaglenest (50°12’43” N., 95°08’40” O.), la rivière English, depuis les rivières Winnipeg et ",Lake Whitefish,Grand corégone,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 4,S - 4,,,,,,,,,,,,,01/01/2022,12/31/2022
125432051,5,"Winnipeg River System - from outflow of Lake of the Woods to the Manitoba Border, including Big Sand Lake (50°08’N., 94°38’W.), Eaglenest Lake (50°12’43“N., 95°08’40“W.), English River, from the Winnipeg and English Rivers upstream to the Caribou Falls da","Réseau de la rivière Winnipeg - depuis le débit sortant du lac des Bois jusqu’à la frontière du Manitoba, y compris le lac Big Sand (50°08’ N., 94°38’ O.), le lac Eaglenest (50°12’43” N., 95°08’40” O.), la rivière English, depuis les rivières Winnipeg et ",Lake Whitefish,Grand corégone,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 2,C - 2,,,,,,,,,,,,,01/01/2022,12/31/2022
125209406,15,Blue Paint Lake - Livingstone Twp.,Lac Blue Paint - canton de Livingstone,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209405,15,"Blue Chalk Lake (45°11'57""N., 78°56'18""W.) - Ridout Township","Lac Blue Chalk (45° 11' 57""N., 78° 56' 18""O.) - canton de Ridout",Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209402,15,"Black Donald Lake (45°13'01""N., 76°56'23""W.) - Brougham Township","Lac Black Donald (45° 13' 01""N., 76° 56' 23""O.) - canton de Brougham",Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 1, must be greater than 50 cm (19.7 in.)","C - 1, doit dépasser 50 cm (19.7 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209402,15,"Black Donald Lake (45°13'01""N., 76°56'23""W.) - Brougham Township","Lac Black Donald (45° 13' 01""N., 76° 56' 23""O.) - canton de Brougham",Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 2, must be greater than 50 cm (19.7 in.)","S - 2, doit dépasser 50 cm (19.7 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209400,15,"Big Trout Lake (44°55'41""N., 78°55'40""W.) - Longford Township","Grand lac Trout (44° 55' 41""N., 78° 55' 40""O.) - canton de Longford",Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209416,15,Laurier Lake - Laurier Twp.,Lac Laurier - canton de Laurier,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209511,15,Thumb Lake - McClintock Twp.,Lac Thumb - canton de McClintock,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209661,4,"Davidson Lake (50°21’N., 95°09’W.).",Lac Davidson (50° 21’ N. et 95° 09’ O.),,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,Anglers may fish in the following waters with either an Ontario Resident Fishing Licence or a Manitoba Resident Fishing Licence,Les pêcheurs à la ligne peuvent pêcher dans les eaux suivantes avec un permis de pêche de résident de l’Ontario ou un permis de pêche de résident du Manitoba.,,,01/01/2022,12/31/2022
125209662,4,"Ryerson Lake (50°23’N., 95°09’W.).",Lac Ryerson (50° 23’ N. et 95° 09’ O.),,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,Anglers may fish in the following waters with either an Ontario Resident Fishing Licence or a Manitoba Resident Fishing Licence,Les pêcheurs à la ligne peuvent pêcher dans les eaux suivantes avec un permis de pêche de résident de l’Ontario ou un permis de pêche de résident du Manitoba.,,,01/01/2022,12/31/2022
125209522,15,Welcome Lake - Lawrence and Nightingale Twps.,Lac Welcome - cantons de Lawrence et Nightingale,Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 2, must be greater than 36 cm (14 in.)","S - 2, doit dépasser 36 cm (14 po)",Only artificial lures may be used,Seuls les appâts artificiels sont permis.,,,,,,,,,,,01/01/2022,12/31/2022
125209522,15,Welcome Lake - Lawrence and Nightingale Twps.,Lac Welcome - cantons de Lawrence et Nightingale,Brook Trout,Omble de fontaine,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 2, must be greater than 36 cm (14 in.)","C - 2, doit dépasser 36 cm (14 po)",Only artificial lures may be used,Seuls les appâts artificiels sont permis.,,,,,,,,,,,01/01/2022,12/31/2022
125209663,4,"Mantario Lake (49°95’N., 95°10’W.).",Lac Mantario (49° 95’ N. et 95° 10’ O.),,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,Anglers may fish in the following waters with either an Ontario Resident Fishing Licence or a Manitoba Resident Fishing Licence,Les pêcheurs à la ligne peuvent pêcher dans les eaux suivantes avec un permis de pêche de résident de l’Ontario ou un permis de pêche de résident du Manitoba.,,,01/01/2022,12/31/2022
125209664,2,"Frances Lake (51°43’N., 95°08’W.).",Lac Frances (51° 43’ N. et 95° 08’ O.),,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,Anglers may fish in the following waters with either an Ontario Resident Fishing Licence or a Manitoba Resident Fishing Licence,Les pêcheurs à la ligne peuvent pêcher dans les eaux suivantes avec un permis de pêche de résident de l’Ontario ou un permis de pêche de résident du Manitoba.,,,01/01/2022,12/31/2022
125209518,15,Upper Oxbow Lake - Finlayson Twp.,Lac Upper Oxbow - canton de Finlayson,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209516,15,"Two Island Lake (45°03'57""N., 78°22'29""W.) - Dudley Township","Lac Two Island (45° 03' 57""N., 78° 22' 29""O.) - canton de Dudley",Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209427,15,Millichamp Lake - McClintock Twp.,Lac Millichamp - canton de McClintock,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209512,15,Tommies Lake - Cashel Twp.,Lac Tommies - canton de Cashel,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209432,15,"Mountain Lake (44°54'42""N., 77°58'56""W.) - Cardiff Township","Lac Mountain (44° 54' 42""N., 77° 58' 56""O.) - canton de Cardiff",Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209443,15,Nightfall Lake - McCraney Twp.,Lac Nightfall - canton de McCraney,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209442,15,Niger Lake - McClintock Twp.,Lac Niger - canton de McClintock,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209441,15,Nelson Lake - Finlayson Twp.,Lac Nelson - canton de Finlayson,Brook Trout,Omble de fontaine,4th Sat. in Apr. - Sept. 30,4e samedi en avril au 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait.,Il est interdit de se servir ou d’avoir en sa possession du poisson vivant comme appât.,,,,,,,,,,,01/01/2022,12/31/2022
125209666,5,"High Lake (49°42’N., 95°08’W.).",Lac High (49° 42’ N. et 95° 08’ O.),,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,Anglers may fish in the following waters with either an Ontario Resident Fishing Licence or a Manitoba Resident Fishing Licence,Les pêcheurs à la ligne peuvent pêcher dans les eaux suivantes avec un permis de pêche de résident de l’Ontario ou un permis de pêche de résident du Manitoba.,,,01/01/2022,12/31/2022
125209709,15,"Saunders Lake (45° 48’ 42” N., 79° 07’ 09” W.) - Paxton Twp.",Lac Saunders (45° 48’ 42” N. et 79° 07’ 09” O.) - canton de Paxton,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait.,Il est interdit de se servir ou d’avoir en sa possession du poisson vivant comme appât.,,,,,,,,,,,01/01/2022,12/31/2022
125209440,15,Nabdoe Lake - Butt Twp.,Lac Nabdoe - canton de Butt,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209434,15,"Mud Lake (45°24'59""N., 77°09'52""W.) - Sebastopol Township","Lac Mud (45° 24' 59""N., 77° 09' 52""O.) - canton de Sebastopol",Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"S - 2, must be greater than 50 cm (19.7 in.)","S - 2, doit dépasser 50 cm (19.7 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209434,15,"Mud Lake (45°24'59""N., 77°09'52""W.) - Sebastopol Township","Lac Mud (45° 24' 59""N., 77° 09' 52""O.) - canton de Sebastopol",Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 1, must be greater than 50 cm (19.7 in.)","C - 1, doit dépasser 50 cm (19.7 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125432051,5,"Winnipeg River System - from outflow of Lake of the Woods to the Manitoba Border, including Big Sand Lake (50°08’N., 94°38’W.), Eaglenest Lake (50°12’43“N., 95°08’40“W.), English River, from the Winnipeg and English Rivers upstream to the Caribou Falls da","Réseau de la rivière Winnipeg - depuis le débit sortant du lac des Bois jusqu’à la frontière du Manitoba, y compris le lac Big Sand (50°08’ N., 94°38’ O.), le lac Eaglenest (50°12’43” N., 95°08’40” O.), la rivière English, depuis les rivières Winnipeg et ",Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,S - 0; January 1 to June 30,S - 0; 1er janvier au 30 juin,,,,,,,,,,,,,01/01/2022,12/31/2022
125209665,2,"Moar Lake (52°00’N., 95°07’W.).",Lac Moar (52° 00’ N. et 95° 07’ O.),,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,Anglers may fish in the following waters with either an Ontario Resident Fishing Licence or a Manitoba Resident Fishing Licence,Les pêcheurs à la ligne peuvent pêcher dans les eaux suivantes avec un permis de pêche de résident de l’Ontario ou un permis de pêche de résident du Manitoba.,,,01/01/2022,12/31/2022
125209606,17,"Balsam Lake (44°34’54”N., 78°51’10”W.) - Bexley Township, including the waters of the Gull River upstream to the dam at Coboconk, the waters of the Rosedale River between the Trent dam at Rosedale upstream to Balsam Lake, the waters of the Trent Canal bet","Lac Balsam (44°34’54” N., 78°51’10” O.) - canton de Bexley, y compris les eaux de la rivière Gull en amont jusqu’au barrage à Coboconk, les eaux de la rivière Rosedale entre le barrage Trent à Rosedale en amont jusqu’au lac Balsam, les eaux du canal Trent",Walleye,Doré jaune,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,"C - 1, none between 37 - 55 cm (14.6 - 21.7 in.)","C - 1, aucun entre 37-55 cm (14,6-21,7 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125432051,5,"Winnipeg River System - from outflow of Lake of the Woods to the Manitoba Border, including Big Sand Lake (50°08’N., 94°38’W.), Eaglenest Lake (50°12’43“N., 95°08’40“W.), English River, from the Winnipeg and English Rivers upstream to the Caribou Falls da","Réseau de la rivière Winnipeg - depuis le débit sortant du lac des Bois jusqu’à la frontière du Manitoba, y compris le lac Big Sand (50°08’ N., 94°38’ O.), le lac Eaglenest (50°12’43” N., 95°08’40” O.), la rivière English, depuis les rivières Winnipeg et ",Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,C - 0; January 1 to June 30,C - 0; 1er janvier au 30 juin,,,,,,,,,,,,,01/01/2022,12/31/2022
125209348,14,"Big Sound of Parry Sound - The waters of the Big Sound in Georgian Bay, in the District of Parry Sound. Western boundary line from Cadotte Point on Parry Island to the easternmost point of Killbear Provincial Park. Southern boundary is the swing bridge co","Big Sound de Parry Sound - les eaux de Big Sound dans la baie Georgienne, dans le district de Parry Sound. Limite ouest à partir de la pointe Gadotte sur l’île Parry jusqu’au point le plus à l’est du parc provincial Killbear. La limite sud est le pont piv",Lake Trout,Touladi,Open from Jan. 1 - Sept. 30,Ouverte du 1er janv. et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,Only one line may be used when angling through the ice,Une seule ligne est permise pour la pêche à travers la glace,,,,,,,,,01/01/2022,12/31/2022
125209347,13,"Lake Huron (Main Basin), excluding South Bay on Manitoulin Island, Georgian Bay (Zone 14), the North Channel (Zone 14) and tributaries to Lake Huron in Zones 10, 15, and 16.","Lac Huron (bassin principal), sauf la baie South de l'île Manitoulin, la baie Georgienne (zone 14),le chenal North (zone 14) et les tributaires du lac Huron dans les zones 10, 15, et 16.",,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,Two lines may be used when trolling from a boat in open water,Il est permis d'utiliser deux lignes quand on pêche à la traîne à bord d'une embarcation en eau libre.,,,,,,,,,01/01/2022,12/31/2022
125209345,12,Ottawa River - below Carillon Dam to Pointe Fortune.,Rivière des Outaouais - du pied du barrage Carillon jusqu'à Pointe Fortune.,American Shad,Alose savoureuse,Open all year,Pêche ouverte toute l’année,No size limits,Aucune limite de taille,S - 5,S - 5,,,,,,,,,,,,,01/01/2022,12/31/2022
125209345,12,Ottawa River - below Carillon Dam to Pointe Fortune.,Rivière des Outaouais - du pied du barrage Carillon jusqu'à Pointe Fortune.,American Shad,Alose savoureuse,Open all year,Pêche ouverte toute l’année,No size limits,Aucune limite de taille,C - 2,C - 2,,,,,,,,,,,,,01/01/2022,12/31/2022
125209341,11,Wolf Lake - Sisk Twp.,Lac Wolf - canton de Sisk,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209337,11,Turtle Lake - Boulter Twp.,Lac Turtle - canton de Boulter,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209336,11,Troutbait Lake - Parkman Twp.,Lac Troutbait - canton de Parkman,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209348,14,"Big Sound of Parry Sound - The waters of the Big Sound in Georgian Bay, in the District of Parry Sound. Western boundary line from Cadotte Point on Parry Island to the easternmost point of Killbear Provincial Park. Southern boundary is the swing bridge co","Big Sound de Parry Sound - les eaux de Big Sound dans la baie Georgienne, dans le district de Parry Sound. Limite ouest à partir de la pointe Gadotte sur l’île Parry jusqu’au point le plus à l’est du parc provincial Killbear. La limite sud est le pont piv",Lake Trout,Touladi,"Jan. 1 - Feb. 7, Apr. 1 - June 23 & Sept. 1 - Sept. 30","1er janv. et le 7 févr., entre le 1er avril et le 23 juin, et du 1er au 30 sept.",No size limits,Aucune limite de taille,S - 0,S - 0,,,Only one line may be used when angling through the ice,Une seule ligne est permise pour la pêche à travers la glace,,,,,,,,,01/01/2022,12/31/2022
125209333,11,"Trout Lake (46°19'09""N., 79°20'11""W.)","Lac Trout (46° 19' 09""N., 79° 20' 11""O.)",Lake Trout,Touladi,3rd Sat. in June - Fri. before 4th Sat. in June,3e samedi de juin et le vendredi avant le 4e samedi de juin.,No size limits,Aucune limite de taille,"C - 1, must be less than 55 cm (21.7 in.)","C - 1, ne doit pas dépasser 55 cm (21,7 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209348,14,"Big Sound of Parry Sound - The waters of the Big Sound in Georgian Bay, in the District of Parry Sound. Western boundary line from Cadotte Point on Parry Island to the easternmost point of Killbear Provincial Park. Southern boundary is the swing bridge co","Big Sound de Parry Sound - les eaux de Big Sound dans la baie Georgienne, dans le district de Parry Sound. Limite ouest à partir de la pointe Gadotte sur l’île Parry jusqu’au point le plus à l’est du parc provincial Killbear. La limite sud est le pont piv",Lake Trout,Touladi,"Jan. 1 - Feb. 7, Apr. 1 - June 23 & Sept. 1 - Sept. 30","1er janv. et le 7 févr., entre le 1er avril et le 23 juin, et du 1er au 30 sept.",No size limits,Aucune limite de taille,C - 0,C - 0,,,Only one line may be used when angling through the ice,Une seule ligne est permise pour la pêche à travers la glace,,,,,,,,,01/01/2022,12/31/2022
125209333,11,"Trout Lake (46°19'09""N., 79°20'11""W.)","Lac Trout (46° 19' 09""N., 79° 20' 11""O.)",Atlantic Salmon,Saumon atlantique,3rd Sat. in June - Fri. before 4th Sat. in June,3e samedi de juin et le vendredi avant le 4e samedi de juin.,No size limits,Aucune limite de taille,"S - 1, must be less than 55 cm (21.7 in.)","S - 1, ne doit pas dépasser 55 cm (21,7 po)",,,,,,,,,,,,,01/01/2022,12/31/2022
125209396,15,"Basshaunt Lake (45°07'23""N., 78°27'50""W.) - Guilford Township","Lac Basshaunt (45° 07' 23""N., 78° 27' 50""O.) - canton de Guilford",Lake Trout,Touladi,3rd Sat. in May - Sept. 30,3e samedi de mai et le 30 sept.,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,,,,,,,,,,,,,01/01/2022,12/31/2022
125209328,11,Spring Lake - McAuslan Twp.,Lac Spring - canton de McAuslan,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
125209326,11,Slade Lake - Leo Twp.,Lac Slade - canton de Leo,,,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,No size limits,Aucune limite de taille,Refer to zone-wide seasons and limits,Reportez-vous à Saisons et limites de zone,Live fish may not be used as bait or possessed for use as bait,La possession et l’utilisation de poissons vivants comme appâts sont interdites.,,,,,,,,,,,01/01/2022,12/31/2022
