Fish Sanctuary OGF ID,Zone Number,Waterbody Description,Waterbody Description French,Fish Sanctuary,Fish Sanctuary French,Effective Date,Expiry Date
107035816,10,"Great Mountain Lake, Killarney Provincial Park - Hansen Twp.","Lac Great Mountain, parc provincial Killarney - canton de Hansen",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035817,10,Havilland Creek and tributaries - Havilland Twp.,Ruisseau Havilland et tributaires - canton de Havilland,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035818,10,Helenbar Lake - Hembruff Twp.,Lac Helenbar - canton de Hembruff,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d’avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035819,10,Horner Lake - Shingwaukonce Twp.,Lac Horner - canton de Shingwaukonce,Fish sanctuary - no fishing from Jan. 1 - Feb. 14 & Mar. 16 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le 14 févr., entre le 16 mars et le vendredi avant le 4e samedi d’avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035821,10,Jim Christ Lake - Raimbault Twp.,Lac Jim Christ - canton de Raimbault,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & the day after Labour Day - December 31,Réserve de poissons - pêche interdite du 1er janv. au vendredi avant le 3e samedi de mai et de la journée après la fête du Travail au 31 déc.,01/01/2022,12/31/2022
107035822,10,"Jones Creek and tributaries - Tilley and Archibald Twps., except the portion between centre of Hwy. 17 and Lake Superior shore.","Ruisseau Jones et tributaires - cantons de Tilley et Archibald, sauf la partie entre la partie médiane de la route 17 et la rive du lac Supérieur.",Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035823,10,June Creek - Giles Twp.,Ruisseau June - canton de Giles,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035824,10,"Kagawong River - Billings Twp., from the bridge on Hwy. 540 downstream to the bridge on Henry Street in the Village of Kagawong.","Rivière Kagawong - canton de Billings, depuis le pont de la route 540, en aval jusqu’au pont de la rue Henry, dans le village de Kagawong.",Fish sanctuary - no fishing from Sept. 25 - Oct. 31,Réserve de poissons - aucune pêche entre le 25 sept. et le 31 oct.,01/01/2022,12/31/2022
107035825,10,Kelly Creek and tributaries - Pennefeather Twp.,Ruisseau Kelly et tributaires - canton de Pennefeather,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035826,10,"Killarney Lake, Killarney Provincial Park - Killarney Twp.","Lac Killarney , parc provincial Killarney - canton de Killarney",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035827,10,Kirk Lake - LeCaron Twp.,Lac Kirk - canton de LeCaron,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & the day after Labour Day - December 31,Réserve de poissons - pêche interdite du 1er janv. au vendredi avant le 3e samedi de mai et de la journée après la fête du Travail au 31 déc.,01/01/2022,12/31/2022
107035829,10,"Kirkpatrick Lake - the rivers and streams of Kirkpatrick Lake extending 800 m (2,625 ft.) from the lake and an unnamed stream connecting Robb and Elbow Lakes - Sayer and LeCaron Twps.",Lac Kirkpatrick -  les rivières et cours d’eau du lac Kirkpatrick sur une distance de 800 m (2 625 pi) depuis le lac et un cours d’eau sans nom raccordant les lacs Robb et Elbow - cantons de Sayer et LeCaron.,Fish sanctuary - no fishing from 4th Sat. in Apr. - May 25,Réserve de poissons - aucune pêche entre le 4e samedi d’avril et le 25 mai.,01/01/2022,12/31/2022
107035828,10,Kirkpatrick Lake (Blue Lake) - Sayer and LeCaron Twp.,Lac Kirkpatrick (lac Blue) - canton de Sayer et LeCaron,Fish sanctuary - no fishing from Jan. 1 - Feb. 14 & Mar. 16 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le 14 févr., entre le 16 mars et le vendredi avant le 4e samedi d’avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035830,10,"Kukagami Lake - Davis, Kelly, Rahbun and Scadding Twps.","Lac Kukagami - cantons de Davis, Kelly, Rahbun et Scadding",Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d’avril.,01/01/2022,12/31/2022
107104634,10,Lake #27 – Kelly Twp.,Lac nº 27 - canton de Kelly,Fish sanctuary - closed all year,Réserve de poissons - pêche interdite toute l’année,01/01/2022,12/31/2022
107104635,10,Lake #37 – Aylmer Twp.,Lac nº 37 - canton d’Aylmer,Fish sanctuary - closed all year,Réserve de poissons - pêche interdite toute l’année,01/01/2022,12/31/2022
107035831,10,"Lake 21 (47°37’N., 80°57’W.) - Tyrell Township",Lac 21 (47° 37’ N. et 80° 57’ O.) - canton de Tyrrell,No fishing - closed all year,Réserves (sanctuaires) de poissons,01/01/2022,12/31/2022
107035832,10,Lamon Creek and tributaries – Dennis Twp.,Ruisseau Lamon et tributaires - canton de Dennis,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035833,10,Laughing Brook - Peever Twp.,Ruisseau Laughing - canton de Peever,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035834,10,Little Turkey Lake - Wishart Twp.,Petit lac Turkey - canton de Wishart,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035835,10,Lohi Lake - Broder Twp.,Lac Lohi - canton de Broder,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035836,10,"Lumsden Lake, Killarney Provincial Park - Killarney Twp.","Lac Lumsden, parc provincial Killarney - canton de Killarney",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035837,10,Mamainse Creek and tributaries within the A. McDonnel Mining location and the North Montreal (Sand Bay) Mining location except the portion between centre of Hwy. 17 and Lake Superior shore.,"Ruisseau Mamainse et ses tributaires, à l’intérieur des concessions minières A. McDonnel et North Montreal (baie Sand), sauf la partie entre la partie médiane de la route 17 et la rive du lac Supérieur.",Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035838,10,Manitou River - from the bridge on the Government Road in Tehkummah Twp. downstream to the mouth of the Manitou River at Michael’s Bay of Lake Huron.,"Rivière Manitou - depuis le pont du chemin Government dans le canton de Tehkummah, en aval jusqu’à l’embouchure de la rivière Manitou, dans la baie de Michael du lac Huron.",Fish sanctuary - no fishing from Mar. 1 - Fri. before 2nd Sat. in May & Sept. 25 - Oct. 31,"Réserve de poissons - aucune pêche entre le 1er mars et le vendredi avant le 2e samedi de mai, ni du 25 sept. au 31 oct.",01/01/2022,12/31/2022
107104628,10,Marjorie Lake – McConnell Twp.,Lac Marjorie - canton de McConnell,Fish sanctuary - closed all year,Réserve de poissons - pêche interdite toute l’année,01/01/2022,12/31/2022
107035840,10,Metheany Creek - Slater Twp. - between Hwy. 17 and Lake Superior.,Ruisseau Metheany - canton de Slater - entre la route 17 et lac Supérieur.,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035841,10,Mica Bay Creek and tributaries - Kincaid Twp.,Ruisseau de la baie Mica et ses tributaires - canton de Kincaid,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035842,10,Middle Lake - Broder Twp.,Lac Middle - canton de Broder,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035843,10,"Mindemoya River - Carnarvon Twp., from the bridge on Hwy. 551/542 downstream to the bridge on Hwy. 551.","Rivière Mindemoya - canton de Carnarvon, depuis le pont de la route 551/542, en aval jusqu’au pont de la route 551.",Fish sanctuary - no fishing from Sept. 25 - Oct. 31,Réserve de poissons - aucune pêche entre le 25 sept. et le 31 oct.,01/01/2022,12/31/2022
107035844,10,"Montreal River (flowing into Lake Superior) and Indian River - McParland Twp., from 300 m (984 ft.) out from the river mouth to the northern boundary of McParland Twp.","Rivière Montréal (qui se jette dans le lac Supérieur) et la rivière Indian - canton de McParland, depuis 300 m (984 pi) à partir de l’embouchure de la rivière jusqu’à la limite nord du canton de McParland.",Fish sanctuary - no fishing from Apr. 1 - June 15.,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin.,01/01/2022,12/31/2022
107035845,10,"Montreal River (flowing into Lake Superior) at Jeff Creek - Loach Twp., from 250 m (820 ft.) out from creek mouth to 2.6 km (1.62 mi.) up creek (at top of rapids).","Rivière Montréal (qui se jette dans le lac Supérieur) au ruisseau Jeff - canton de Loach, depuis 250 m (820 pi) à partir de l’embouchure du ruisseau, jusqu’à 2,6 km (1,62 mi) en remontant le ruisseau (au sommet des rapides).",Fish sanctuary - no fishing from Apr. 1 - June 15.,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin.,01/01/2022,12/31/2022
107035846,10,"Montreal River and Bunny Creek - McParland Twp., from 400 m (1313 ft.) south of the mouth of Bunny Creek northeast 600 m (1968 ft.) east of the creek mouth and Bunny Creek upstream 800 m (2625 ft.) to top of first rapids.","Rivière Montréal et ruisseau Bunny - canton de McParland, depuis 400 m (1 313 pi) au sud de l’embouchure du ruisseau Bunny, nord-est 600 m (1 968 pi) à l’est de l’embouchure et du ruisseau Bunny, en amont 800 m (2 625 pi) jusqu’au sommet des premiers rapi",Fish sanctuary - no fishing from Apr. 1 - June 15.,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin.,01/01/2022,12/31/2022
107035847,10,Muldrew Bay - Onaping Twp.,Baie Muldrew - canton d’Onaping,Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035848,10,"Nagasin Lake - Caouette and Caverly Twps., all of Bland Bay, Fagus Bay, and Bird Bath Bay.","Lac Nagasin - cantons de Caouette et Caverly, les baies Bland, Fagus et Bird Bath au complet.",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035850,10,"Nebskwashi River and Highbrush Lake - Caverly Twp., from a point on the Nebskwashi River at 47°43’11”N., 83°34’23”W. northeast to a line drawn between the west shore of Highbrush Lake at 47°44’11”N., 83°33’13”W. and a point on the southeast shore at 47°44","Rivière Nebskwashi et lac Highbrush - canton de Caverly, depuis un point sur la rivière Nebskwashi à 47° 43’ 11” N. et 83° 34’ 23” O., nord-est jusqu’à une ligne tracée entre la rive ouest du lac Highbrush à 47° 44’ 11” N. et 83° 33’ 13” O. et un point su",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035851,10,"Nellie Lake (46°08’N., 81°31’W.), Killarney Provincial Park  - Roosevelt Twp.","Lac Nellie (46° 08’ N. et 81° 31’ O.) - parc provincial Killarney, canton de Roosevelt",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035852,10,Nelson Lake - Bowell Twp.,Lac Nelson - canton de Bowell,Fish sanctuary - no fishing from Jan. 1 - Fri. before 4th Sat. in Apr.,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 4e samedi d’avril.,01/01/2022,12/31/2022
107035853,10,Noisy Creek - Dulhut Twp.,Ruisseau Noisy - canton de Dulhut,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035854,10,"Northland Creek - Deroche Twp., Hwy. 556 to the Goulais River.","Ruisseau Northland - canton de Deroche, route 556 jusqu’à la rivière Goulais.",Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035855,10,"Norway Lake, Killarney Provincial Park - Killarney and Carlyle Twps.","Lac Norway - parc provincial Killarney, cantons de Killarney et Carlyle",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035856,10,"O.S.A. Lake, Killarney Provincial Park - Killarney Twp.","Lac O.S.A. - parc provincial Killarney, canton de Killarney",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035857,10,Perry Creek and tributaries - Gaudette Twp.,Ruisseau Perry et tributaires - canton de Gaudette,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107104629,10,Potvin Lake – Kelly Twp.,Lac Potvin - canton de Kelly,Fish sanctuary - closed all year,Réserve de poissons - pêche interdite toute l’année,01/01/2022,12/31/2022
107035858,10,Primeau Lake - Shingwaukonce Twp.,Lac Primeau - canton de Shingwaukonce,Fish sanctuary - no fishing from Jan. 1 - Feb. 14 & Mar. 16 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le 14 févr., entre le 16 mars et le vendredi avant le 4e samedi d’avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035859,10,Probyn Creek and tributaries - Fenwick Twp.,Ruisseau Probyn et tributaires - canton de Fenwick,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035860,10,Rainbow Creek and tributaries - Hodgins Twp.,Ruisseau Rainbow et tributaires - canton de Hodgins,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107104630,10,Rand Lake – Bowell Twp.,Lac Rand - canton de Bowell,Fish sanctuary - closed all year,Réserve de poissons - pêche interdite toute l’année,01/01/2022,12/31/2022
107035861,10,Rawhide Lake - Viel and Piche Twps.,Lac Rawhide - cantons de Viel et Piche,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & the day after Labour Day - December 31,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai et de la journée après la fête du Travail au 31 déc.,01/01/2022,12/31/2022
107035862,10,Robb Lake - Sayer Twp.,Lac Robb - canton de Sayer,Fish sanctuary - no fishing from Jan. 1 - Feb. 14 & Mar. 16 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le 14 févr., entre le 16 mars et le vendredi avant le 4e samedi d’avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035952,10,Ronnie’s Creek - Labelle Twp.,Ruisseau de Ronnie - canton de Labelle,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035863,10,"Ruth-Roy Lake, Killarney Provincial Park - Carlyle Twp.","Lac Ruth-Roy, parc provincial Killarney - canton de Carlyle",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035864,10,Salter Creek - LaRonde Twp.,Ruisseau Salter - canton de LaRonde,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035865,10,Samreid Lake - Raimbault Twp.,Lac Samreid - canton de Raimbault,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & the day after Labour Day - December 31,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai et de la journée après la fête du Travail au 31 déc.,01/01/2022,12/31/2022
107035866,10,Sawmill Creek and tributaries except the portion between centre of Hwy. 17 and Lake Superior Shore-Tupper Twp.,Ruisseau Sawmill et tributaires sauf la partie entre la partie médiane de la Route 17 et la rive du lac Supérieur - canton de Tupper.,Fish sanctuary - no fishing from Jan. 1 - Feb. 14 & Mar. 16 - June 15 & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. au 14 fév., du 16 mars au 15 juin et du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035867,10,Semiwite Lake - Hembruff and Raimbault Twps.,Lac Semiwite - cantons de Hembruff et Raimbault,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & the day after Labour Day - December 31,Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai et de la journée après la fête du Travail au 31 déc.,01/01/2022,12/31/2022
107035868,10,Sheppard Creek and tributaries - Deroche Twp.,Ruisseau Sheppard et tributaires - canton de Deroche,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035869,10,Silver Creek and tributaries - Hodgins Twp.,Ruisseau Silver et tributaires - canton de Hodgins,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107104631,10,Silvester Lake –  Mackelcan Twp.,Lac Silvester Lake - canton de Mackelcan,Fish sanctuary - closed all year,Réserve de poissons - pêche interdite toute l’année,01/01/2022,12/31/2022
107035870,10,Solo Creek and Thor Lake - The waters of Solo Creek and Thor Lake in the Territorial District of Sudbury from the C.N.R. bridge on Solo Creek north to Thor Lake.,Ruisseau Solo et lac Thor - les eaux du ruisseau Solo et du lac THor dans le district territorial de Sudbury à partir du pont du CN sur le ruisseau Solo vers le nord jusqu’au lac Thor.,Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035871,10,Spanish River - that part going downstream from Espanola excluding Gagans Pond in Victoria Twp.,Rivière Spanish - la partie qui s’écoule en aval depuis Espanola sauf l’étang Gagans dans le canton de Victoria.,Fish sanctuary - no fishing from Jan. 1 - Fri. before 3rd Sat. in May & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le vendredi avant le 3e samedi de mai, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035872,10,"Spanish River - the waters extending from the dam at Domtar Inc. to the Hwy. 6 bridge, Town of Espanola.","Rivière Spanish - les eaux qui s’étendent depuis le barrage de la Domtar Inc. jusqu’au pont de la route 6, ville d’Espanola.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035873,10,Stokely Creek and tributaries - Van Koughnet Twp.,Ruisseau Stokely et tributaires - canton de Van Koughnet,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035874,10,Stony Creek and tributaries - Hodgins Twp.,Ruisseau Stony et tributaires - canton de Hodgins,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035875,10,Taylor Creek and tributaries - Van Koughnet Twp.,Ruisseau Taylor et tributaires - canton de Van Koughnet,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035876,10,"Teardrop Lake, Killarney Provincial Park.",Lac Teardrop - parc provincial Killarney,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035877,10,Thielman Creek and tributaries - Pennefeather Twp.,Ruisseau Thielman et tributaires - canton de Pennefeather,Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035878,10,"Thor and Edna Lakes - from a line 90 degrees due north and another line 90 degrees due east from the center of the island situated on Edna Lake (47°05’N., 81°13’W.), at the mouth of the Vermilion River north through the river 400 m (1310 ft.) into Thor La","Lacs Thor et Edna - depuis une ligne à 90 degrés franc nord et une autre ligne à 90 degrés franc est depuis le centre de l’île située sur le lac Edna (47° 05’ N. et 81° 13’ O.), à l’embouchure de la rivière Vermilion en direction nord en traversant la riv",Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035879,10,Townline Lake - Sayer Twp.,Lac Townline - canton de Sayer,Fish sanctuary - no fishing from Jan. 1 - Feb. 14 & Mar. 16 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le 14 févr., entre le 16 mars et le vendredi avant le 4e samedi d’avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035880,10,"Unnamed Creek (47°34’N., 84°58’W.) - Bray Twp., at Gargantua Harbour of Lake Superior.","Ruisseau sans nom (47° 34’ N. et 84° 58’ O.) - canton de Bray, au havre Gargantua du lac Supérieur",Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035881,10,Vondet Lake and Vandet Creek - The waters of Vondet Lake and Vandet Creek in the Township of Shelley.,Lac et ruisseau Vondet - canton de Shelly,Fish sanctuary - no fishing from Mar. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 mars et le 15 juin.,01/01/2022,12/31/2022
107035882,10,Wanapitei River - from the northernmost Bailey Bridge in Fraleck Twp. to the abandoned Poupore Bridge at the mouth of the river in Rathbun Twp.,"Rivière Wanapitei - depuis le pont Bailey le plus au nord dans le canton de Fraleck jusqu’au pont abandonné Poupore à l’embouchure de la rivière, dans le canton de Rathburn.",Fish sanctuary - no fishing from Apr. 1 - June 15.,Réserve de poissons - aucune pêche entre le 1er avril au 15 juin.,01/01/2022,12/31/2022
107035883,10,Wenebegon Lake and River - Langlois and Lynch Twps.,Lac et rivière Wenebegon - cantons de Langlois et Lynch,Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
107035884,10,"West Davignon Creek - Korah Twp., City of Sault Ste. Marie.","Ruisseau Davignon Ouest - canton de Korah, ville de Sault Ste. Marie.",Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035885,10,White Oak Lake - Tilton Twp.,Lac White Oak - canton de Tilton,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035886,10,White Pine Lake - McLeod Twp.,Lac White Pine - canton de McLeod,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035887,10,White Rock Lake - McNie Twp.,Lac White Rock - canton de McNie,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035888,10,Whitebear Lake - Sayer Twp.,Lac Whitebear - canton de Sayer,Fish sanctuary - no fishing from Jan. 1 - Feb. 14 & Mar. 16 - Fri. before 4th Sat. in Apr. & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le 14 févr., entre le 16 mars et le vendredi avant le 4e samedi d’avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035889,10,"Whitefish Channel (Whitefish Creek) - City of Sault Ste. Marie, between St. Mary’s Island and Whitefish Island.","Chenal Whitefish (ruisseau Whitefish) - ville de Sault Ste. Marie, entre l’île de St. Mary et celle de Whitefish.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107035890,10,"Whitman Creek - Daumont and Gaudette Twps., between Devil’s Lake (Deil Lake) and the Goulais River.","Ruisseau Whitman - cantons de Daumont et Gaudette, entre le lac Devil’s (lac Deil) et la rivière Goulais.",Fish sanctuary - no fishing from Apr. 15 - June 15,Réserve de poissons - aucune pêche entre le 15 avril et le 15 juin.,01/01/2022,12/31/2022
107035891,10,Wishart Lake - Wishart Twp.,Lac Wishart - canton de Wishart,Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
107104632,10,Wolf Lake - Mackelcan Twp.,Lac Wolf - canton de Mackelcan,Fish sanctuary - closed all year,Réserve de poissons - pêche interdite toute l’année,01/01/2022,12/31/2022
107035892,11,Anima-Nipissing River - Banting Twp. from 100 m (328 ft.) in an arc extending out into Red Squirrel Lake to a point upstream 400 m (1312 ft.).,"Rivière Anima-Nipissing - canton de Banting, depuis 100 m (328 pi) selon un arc se prolongeant dans le lac Red Squirrel jusqu’à un point en amont à 400 m (1 312 pi).",Fish sanctuary - no fishing from Apr. 1 - June 15,Réserve de poissons - aucune pêche entre le 1er avril et le 15 juin,01/01/2022,12/31/2022
158117438,11,Aurora Lake - Gamble Township,lac Aurora - canton de Gamble,No fishing - closed all year,Pêche interdite - Fermée toute l’année,01/01/2022,12/31/2022
107035893,11,Blue Lake - McAuslan Twp.,Lac Blue - canton de McAuslan,Fish sanctuary - no fishing from Jan. 1 - Apr. 30 & Oct. 1 - Dec. 31,"Réserve de poissons - aucune pêche entre le 1er janv. et le 30 avril, ni du 1er oct. au 31 déc.",01/01/2022,12/31/2022
107035894,11,"Cut Lake (46°46’N., 79°16’W.) - McAuslan Twp.",Lac Cut (46° 46’ N. et 79° 16’ O.) - canton de McAuslan,Fish Sanctuary - no fishing from January 1 to Friday before third Saturday in May and day after Labour Day to December 31,Réserve de poissons - Pêche interdite du 1er janvier au vendredi précédant le 3e samedi de mai et du jour suivant la fête du Travail jusqu’au 31 décembre,01/01/2022,12/31/2022
107035895,11,"Duchesney Creek - City of North Bay and Commanda Twp., from Lake Nipissing to the C.N.R. bridge.","Ruisseau Duchesney - ville de North Bay et canton de Commanda, depuis le lac Nipissing jusqu’au pont du CN.",Fish sanctuary - no fishing from Mar. 16 - Fri. before 3rd Sat. in May,Réserve de poissons - aucune pêche entre le 16 mars et le vendredi avant le 3e samedi de mai.,01/01/2022,12/31/2022
107035896,11,"Ferrim Creek - Cynthia Twp., from Ferrim Lake to 200 m (656 ft.) in an arc extending out into Kokoko Lake.","Ruisseau Ferrim - canton de Cynthia, depuis le lac Ferrim jusqu’à 200 m (656 pi) selon un arc se prolongeant dans le lac Kokoko.",Fish sanctuary - no fishing from Monday after third Sunday in March to Friday before third Saturday in May,Réserve de poissons - du lundi suivant le 3e dimanche de mars jusqu’au vendredi précédant le 3e samedi de mai,01/01/2022,12/31/2022
107035897,11,"Four Mile Creek - Widdifield Twp., within Lots 8 and 9 in Conc. B.","Ruisseau Four Mile - canton de Widdifield, à l’intérieur deslots 8 et 9, dans la conc. B.",Fish sanctuary - closed all year,Réserve de poissons - pêche fermée toute l’année,01/01/2022,12/31/2022
