Zone Number,Species,Species French,Aggregate Trout and Salmon Limit,Season,Season French,Limit,Limit Description French,Limit Type,Limit French,Effective Date,Expiry Date
11,Muskellunge,Maskinongé,No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
11,Muskellunge,Maskinongé,No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,"S - 1, must be greater than 122 cm (48 in.)","S - 1, doit dépasser 122 cm (48 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
11,Northern Pike,Grand brochet,No,Jan. 1 - 3rd Sun. in Mar. & 3rd Sat. in May - Dec. 31,"1er janv. au 3e dimanche de mars, et 3e samedi de mai au 31 déc.","C - 2, not more than 1 greater than 61 cm (24 in.), none greater than 86 cm (33.9 in.)","C - 2, un seul dépassant 61 cm (24 po), aucun ne dépassant 86 cm (33,9 po)",Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
11,Northern Pike,Grand brochet,No,Jan. 1 - 3rd Sun. in Mar. & 3rd Sat. in May - Dec. 31,"1er janv. au 3e dimanche de mars, et 3e samedi de mai au 31 déc.","S - 6, not more than 2 greater than 61 cm (24 in.), of which not more than 1 is greater than 86 cm (33.9 in.)","S - 6, pas plus de 2 dépassant 61 cm (24 po), dont un seul peut dépasser 86 cm (33,9 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
11,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
11,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
11,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
11,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
11,Splake,Truite moulac,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
11,Splake,Truite moulac,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
11,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
11,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
11,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - 3rd Sun. in Mar. & 3rd Sat. in May - Dec. 31,"1er janv. au 3e dimanche de mars, et 3e samedi de mai au 31 déc.","C - 2, none between 43 - 60 cm (16.9 - 23.6 in.), not more than 1 greater than 60 cm (23.6 in.)","C - 2, aucun entre 43-60 cm (16,9-23,6 po), un seul dépassant 60 cm (23,6 po)",Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
11,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - 3rd Sun. in Mar. & 3rd Sat. in May - Dec. 31,"1er janv. au 3e dimanche de mars, et 3e samedi de mai au 31 déc.","S - 4, none between 43 - 60 cm (16.9 - 23.6 in.), not more than 1 greater than 60 cm (23.6 in.)","S - 4, aucun entre 43-60 cm (16,9-23,6 po), un seul dépassant 60 cm (23,6 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
11,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
11,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Atlantic Salmon,Saumon atlantique,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Atlantic Salmon,Saumon atlantique,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,S - 1,S - 1,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Brook Trout,Omble de fontaine,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Brook Trout,Omble de fontaine,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Brown Trout,Truite brune,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Brown Trout,Truite brune,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,C - 10,C - 10,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,S - 30,S - 30,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Lake Trout,Touladi,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Lake Trout,Touladi,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,Fri. before 4th Sat. in June - Nov. 30,Du vendredi avant le 4e samedi de juin au 30 nov.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,Fri. before 4th Sat. in June - Nov. 30,Du vendredi avant le 4e samedi de juin au 30 nov.,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Muskellunge,Maskinongé,No,Fri. before 3rd Sat. in June - Dec. 15,Du vendredi avant le 3e samedi de juin au 15 déc.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Muskellunge,Maskinongé,No,Fri. before 3rd Sat. in June - Dec. 15,Du vendredi avant le 3e samedi de juin au 15 déc.,"S - 1, must be greater than 137 cm (54 in.)","S - 1, doit dépasser 137 cm (54 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Northern Pike,Grand brochet,No,Jan. 1 - Mar. 31 & Fri. before 3rd Sat. in May - Dec. 31,"1er janv. au 31 mars, et duvendredi avant le 3e samedi de mai au 31 déc.",C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Northern Pike,Grand brochet,No,Jan. 1 - Mar. 31 & Fri. before 3rd Sat. in May - Dec. 31,"1er janv. au 31 mars, et duvendredi avant le 3e samedi de mai au 31 déc.",S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Rainbow Trout,Truite arc-enciel,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Rainbow Trout,Truite arc-enciel,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Splake,Truite moulac,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Splake,Truite moulac,Yes,Fri. before 4th Sat. in Apr. - Sept. 30,Du vendredi avant le 4e samedi d'avril au 30 sept.,S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,No limit,Aucune limite,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,No limit,Aucune limite,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 31 & Fri. before 3rd Sat. in May - Dec. 31,"1er janv. au 31 mars, et du vendredi avant le 3e samedi de mai au 31 déc.","C - 2, must be less than 40 cm (15.7 in.) from Mar. 1 - June 15","C - 2, ne doit pas dépasser 40 cm (15,7 po), entre le 1er mars et le 15 juin",Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Jan. 1 - Mar. 31 & Fri. before 3rd Sat. in May - Dec. 31,"1er janv. au 31 mars, et du vendredi avant le 3e samedi de mai au 31 déc.","S - 5, must be less than 40 cm (15.7 in.) from Mar. 1 - June 15","S - 5, ne doit pas dépasser 40 cm (15,7 po), entre le 1er mars et le 15 juin",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
12,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
12,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Atlantic Salmon,Saumon atlantique,Yes,Open all year,Pêche ouverte toute l’année,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Atlantic Salmon,Saumon atlantique,Yes,Open all year,Pêche ouverte toute l’année,S - 1,S - 1,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,C - 10,C - 10,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,S - 30,S - 30,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Lake Trout,Touladi,Yes,Jan. 1 - Sept. 30 & Dec. 1 - Dec. 31,"1er janv. au 30 sept., et 1er au 31 déc.",C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Lake Trout,Touladi,Yes,Jan. 1 - Sept. 30 & Dec. 1 - Dec. 31,"1er janv. au 30 sept., et 1er au 31 déc.",S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Lake Whitefish,Grand corégone,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,4th Sat. in June - Nov. 30,4e samedi de juin au 30 nov.,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Largemouth and Smallmouth Bass or any combination,"Achigan à grande bouche et achigan à petite bouche, ou toutes combinaisons",No,4th Sat. in June - Nov. 30,4e samedi de juin au 30 nov.,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Muskellunge,Maskinongé,No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Muskellunge,Maskinongé,No,3rd Sat. in June - Dec. 15,3e samedi de juin au 15 déc.,"S - 1, must be greater than 102 cm (40 in.)","S - 1, doit dépasser 102 cm (40 po)",Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Northern Pike,Grand brochet,No,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Northern Pike,Grand brochet,No,Open all year,Pêche ouverte toute l’année,S - 4,S - 4,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Pacific Salmon,Saumon du Pacifique,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,C - 1,C - 1,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Rainbow Trout,Truite arc-enciel,Yes,Open all year,Pêche ouverte toute l’année,S - 2,S - 2,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Sunfish,Crapet,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Walleye and Sauger or any combination,"Doré jaune et doré noir, ou toutes combinaisons",No,Open all year,Pêche ouverte toute l’année,S - 6,S - 6,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
13,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,C - 25,C - 25,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
13,Yellow Perch,Perchaude,No,Open all year,Pêche ouverte toute l’année,S - 50,S - 50,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Atlantic Salmon,Saumon atlantique,Yes,Open all year,Pêche ouverte toute l’année,C - 0,C - 0,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Atlantic Salmon,Saumon atlantique,Yes,Open all year,Pêche ouverte toute l’année,S - 1,S - 1,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,C - 2,C - 2,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Brown Trout,Truite brune,Yes,Open all year,Pêche ouverte toute l’année,S - 5,S - 5,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,C - 6,C - 6,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Channel Catfish,Barbue de rivière,No,Open all year,Pêche ouverte toute l’année,S - 12,S - 12,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,C - 10,C - 10,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Crappie,Marigane,No,Open all year,Pêche ouverte toute l’année,S - 30,S - 30,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
14,Lake Herring (Cisco),Cisco,No,Open all year,Pêche ouverte toute l’année,C - 12,C - 12,Resident and Non-Resident Conservation License Catch and Possession Limit,Limite de prise et de possession pour résidents d'Ontario et personnes résident a l'extérieur avec un permis de pêche écologique,01/01/2022,12/31/2022
14,Lake Herring (Cisco),Cisco,No,Open all year,Pêche ouverte toute l’année,S - 25,S - 25,Resident and Non-Resident Sportfishing License Catch and Possession Limit,Limite de prise et de possession pour résidents de l'Ontario et personnes résident a l'extérieur d'Ontario avec un permis de pêche sportive,01/01/2022,12/31/2022
